177	1224	3	20.53
103	1854	7	22.49
155	3729	3	28.68
104	943	4	8.68
3128	77	3	25.79
7133	610	4	66.05
335	14	5	31.12
106	1253	3	8.83
759	380	4	32.39
109	245	4	5.41
692	577	5	46.02
987	105	12	60.92
3577	493	3	36.06
281	57	4	3.89
161	115	4	4.95
2739	101	3	5.02
299	1008	11	115.22
4341	1323	3	44.47
103	3631	3	9.25
107	2036	3	13.22
126	298	3	7.38
250	447	3	16.25
136	1790	19	223.18
1008	103	8	16.24
319	387	4	24.96
534	636	3	23.41
476	218	5	31.48
2081	204	3	25.59
7885	156	4	53.67
114	121	8	9.27
464	101	11	5.94
1391	101	9	20.35
1881	57	7	42.46
236	1392	6	56.36
2126	604	6	75.38
433	2522	6	74.81
113	396	7	26.78
915	1244	8	103.15
1148	103	4	4.55
118	481	4	14.19
204	58	6	6.43
2536	7611	3	55.65
699	242	3	18.93
2934	58	7	53.8
1345	1130	4	48.01
141	125	5	8.25
1286	104	5	16.42
559	190	3	15.67
193	241	3	10.79
188	987	7	58.29
117	406	8	35.84
241	694	3	18.79
318	102	16	15.02
4375	129	6	66.56
108	1775	3	14.76
1479	1220	4	49.53
182	679	5	32.76
101	1199	7	10.51
103	867	5	4.73
435	101	23	36.41
2117	7644	4	78.36
2921	413	3	33.12
5593	103	3	12.9
350	119	5	16.87
6530	103	3	14.43
307	57	6	10.38
980	250	3	21.56
4425	1296	3	45.31
101	6037	3	12.01
867	204	7	57.63
103	748	9	14.74
573	140	4	20.05
121	401	5	18.68
103	666	7	6.98
384	126	3	8.85
332	171	7	39.09
3767	195	8	106.58
138	147	3	4.54
453	1108	4	37.57
1184	6815	4	72.57
702	109	3	8.46
507	175	5	29.3
150	2136	7	68.38
8	269	7	35.6
3981	102	3	9.43
69	3415	3	24.39
236	4690	6	81.04
627	537	4	33.49
1289	113	3	14.26
834	136	26	257.59
142	157	3	5.37
126	517	3	10.65
1163	102	4	4.17
142	205	13	67.83
468	106	21	97.42
3220	388	3	33.78
103	3149	6	27.23
565	109	4	11.59
349	155	4	17.29
1840	209	6	59.54
271	125	3	6.51
101	6366	3	12.01
101	284	24	21.75
101	232	18	4.96
446	1049	3	25.99
118	4940	3	27.26
104	706	4	6.43
2720	126	3	22.39
6155	962	3	45.99
104	781	3	4.11
337	413	4	26.13
591	107	17	85.79
935	105	4	10.8
101	3095	3	5.89
304	171	4	17.07
1634	101	4	4.45
3880	101	4	12.83
304	103	15	13.18
104	8945	3	26.47
182	1191	3	20.59
179	119	4	6.18
415	861	5	45.48
288	1063	3	23.18
988	107	4	13.25
429	1804	12	158.6
5956	106	3	22.07
219	169	11	60.8
12	159	4	7.34
681	5739	5	83.84
70	766	4	19.47
112	503	7	28.86
189	462	4	21.58
12	239	3	6.55
1245	116	4	22.3
66	123	3	4.11
322	66	4	18.57
474	104	10	24.51
241	2827	6	69.07
65	6621	3	37.39
237	65	3	10.49
1162	893	3	31.41
1730	104	3	8.89
620	104	4	5.46
690	120	4	17.35
642	112	4	14.02
9946	263	3	44.04
282	126	20	121.35
512	57	6	16.15
101	1889	5	8.92
206	231	4	16.86
311	664	3	20.26
2336	2404	3	43.88
188	117	12	43.08
136	101	39	10.24
107	491	4	7.59
3734	156	8	101.16
103	2968	3	8.09
439	604	4	31.42
220	10541	3	42.86
111	272	4	7.11
428	540	4	30.43
846	124	3	13.6
122	521	3	10.07
2457	103	5	15.86
326	181	12	81.16
4057	101	4	14.02
116	158	4	4.9
282	427	3	16.94
182	292	3	11.31
439	858	4	34.85
1642	156	23	291.23
3844	103	3	9.95
103	4765	3	11.72
107	108	66	147.32
241	338	4	21.28
2618	240	3	28.41
126	2103	3	20.39
6126	287	5	74.64
752	102	8	10.35
4940	102	3	12.37
2611	881	5	68.15
5563	109	5	48.73
127	4058	7	80.24
103	492	12	16.34
151	900	3	17.31
612	58	3	5.4
2755	102	3	7.11
175	66	3	8.18
115	585	3	9.6
150	1366	5	38.99
688	667	4	36.27
616	10145	3	49.57
1361	184	3	21.7
876	618	3	26.62
101	1043	8	11.73
552	2083	3	31.96
942	231	3	20.71
492	268	3	17.33
305	229	3	13.3
1426	1372	3	35.95
131	108	7	5.83
111	7290	4	44.6
114	1494	7	49.95
186	195	12	69.5
706	103	7	7.73
273	1071	3	22.84
103	1004	5	6.11
133	126	4	4.47
6410	156	4	48.67
307	107	9	21.88
3043	101	3	5.89
384	480	4	28.46
594	245	8	63.72
318	306	3	15.54
1209	3153	4	58.38
2196	317	5	54.47
178	1405	3	21.48
183	379	5	26.74
210	1347	3	22.77
4386	10739	3	64.58
541	58	6	16.94
207	136	4	11.06
669	113	6	27.68
200	2902	3	28.39
120	4258	3	25.2
110	116	11	10.3
10678	8142	3	75.16
1614	125	3	18.19
1616	4090	3	45.98
1941	543	5	58.38
131	674	6	35.03
70	2813	3	22.55
5262	125	3	28.38
415	104	5	5.47
10433	1277	3	54.87
101	6472	3	12.01
374	434	6	45.99
180	164	16	91.1
364	145	3	11.11
3450	753	3	38.82
103	1824	8	27.3
2334	1824	3	41.51
1243	101	7	10.86
239	326	3	13.97
2181	107	3	13.54
345	211	5	27.73
2145	135	5	42.28
7299	9491	3	70.66
104	646	4	5.71
10059	1516	3	56.09
103	2081	3	5.17
5014	103	3	12.9
2313	101	4	7.39
156	117	4	4.97
5951	126	3	30.17
1694	1103	3	35.51
102	1226	7	14.65
105	479	9	25.62
2938	101	3	5.89
2006	101	4	6.21
3481	3757	7	141.76
183	1400	3	21.78
6484	2791	5	102.84
118	225	3	4.61
707	879	5	51.49
437	2590	3	32.47
132	264	6	23.28
539	623	4	33.48
103	2606	4	11.33
2687	2820	7	126.16
579	102	10	11.55
257	153	3	9.31
222	1594	12	134.91
143	1825	3	21.47
101	1493	5	6.49
1904	130	6	51.04
177	101	77	144.48
213	415	8	55.72
369	250	4	22.35
103	6812	3	16.6
191	135	7	25.01
138	152	5	12.33
57	119	20	23.08
101	3681	3	7.65
102	572	10	11.55
310	1285	4	35.66
7682	103	3	16.6
512	107	4	7.87
1343	103	6	12.78
154	57	10	12.2
2253	712	3	34.45
372	305	9	69.63
784	279	10	95.49
2881	107	3	15.98
1390	837	3	32.17
409	122	9	45.14
4921	2371	3	51
136	160	3	4.99
103	2904	3	7.6
213	4256	6	76.5
130	447	3	10.84
101	3169	3	6.4
124	589	8	45.1
1217	104	3	6.62
120	104	23	13.78
3288	881	3	39.33
103	244	18	14.63
6664	1373	4	74.07
231	718	3	18.81
343	296	7	48.67
2592	2354	9	162.01
7545	102	3	16.05
121	971	3	13.94
101	4494	4	15.45
101	2399	4	7.85
5776	102	5	34.14
974	216	3	20.54
654	109	9	43
208	752	10	87.27
103	1571	6	14.76
104	139	12	5.34
891	874	3	29.18
334	10583	3	45.67
2200	413	3	30.95
211	360	3	13.93
1007	112	3	11.89
205	147	7	29.17
2230	103	5	14.59
887	690	3	27.47
1005	1636	3	34.53
1131	2173	3	37.44
1295	425	8	89.43
1197	1045	3	32.9
683	119	3	11.16
913	103	5	5.3
162	2031	3	23.73
139	10259	3	38.86
69	3050	4	33.54
545	215	4	24.35
1141	373	3	25.43
1574	236	4	35.2
558	362	5	38.73
1841	107	3	12.63
2075	586	3	32.3
131	166	4	8.41
108	563	10	46.42
2583	101	10	43.21
12	2707	6	55.85
348	101	17	12.38
305	172	4	17.25
3927	103	3	9.95
101	2324	4	7.39
5914	102	4	22.38
431	264	3	16.44
265	246	3	12.75
101	2145	4	6.57
435	1881	13	177.14
1325	102	4	4.88
660	141	19	164.62
1967	104	3	9.68
856	757	4	39.75
1319	383	5	49.65
105	2001	3	11.67
377	3598	7	96.45
199	3655	5	56.85
868	102	7	9.29
3846	3431	3	51.49
101	3490	6	24.01
230	104	12	17.05
159	262	7	34.04
279	271	3	13.71
546	10524	3	48.85
9102	1827	3	57.64
104	1206	3	6.62
6815	8045	4	97.91
2212	102	4	9.18
413	127	3	9.43
878	104	3	4.63
478	110	4	11.06
148	336	3	10.69
3495	3559	3	50.73
968	1126	5	58.44
424	8786	3	47.31
761	107	8	33.05
983	103	5	5.94
491	108	6	20.26
383	101	42	103.71
4816	346	3	36.31
103	2783	3	7.6
207	642	4	25.61
107	298	4	4.17
4848	70	7	85.33
5237	1604	4	67.95
610	7108	3	45
273	505	5	34.53
969	57	15	91.15
111	2769	6	49.02
3051	7439	3	57.17
198	1607	3	23.82
339	6337	5	76.32
111	481	3	7.13
107	210	5	4.15
4777	652	5	75.05
422	2431	4	45.13
4001	58	3	18.63
292	104	9	12.43
7959	58	4	40.01
1602	118	9	73.29
7840	102	3	16.05
321	104	6	5.63
3215	104	4	21.04
449	1016	3	25.7
132	1058	14	125.25
209	4953	4	49.2
109	665	3	8.07
605	1475	12	159.77
114	701	3	10.86
137	121	5	6.52
6945	156	3	35.75
8345	4582	3	65.6
103	1160	4	4.55
109	2456	3	17.15
105	846	3	5.92
8829	4189	3	64.58
431	107	9	28.17
164	387	5	25.7
103	7678	3	16.6
104	124	34	46.06
169	112	8	16.33
560	101	17	25.01
488	117	5	19.8
122	3786	8	90.33
10458	105	3	28.27
115	220	4	7.4
549	6299	4	60.18
1362	732	3	30.95
105	947	4	10.95
115	178	9	24.97
477	119	4	14.24
101	2492	3	4.32
3886	101	3	7.65
1103	199	3	21.15
6761	12	3	32.96
108	157	6	6.68
1078	104	3	5.93
10030	582	3	49.2
108	323	14	58.17
300	968	4	32.6
2022	102	8	28.52
101	775	10	12.69
153	284	3	10.06
9099	104	3	26.47
211	377	4	21.19
538	7821	4	65.01
312	347	44	497.36
867	2528	3	36.98
108	1419	4	19.6
163	102	27	15.88
103	5181	3	12.9
329	58	4	4.93
7615	102	4	27.32
275	179	5	22.76
101	2055	7	18.6
7477	9009	3	70.66
1765	248	3	25.57
407	1596	4	40.07
101	1919	14	60.49
1159	104	3	6.33
1646	107	3	11.61
4874	103	3	11.72
2602	2418	3	44.71
103	320	11	6.18
201	307	6	33.56
120	147	25	112.89
64	101	10	10.67
3570	4659	4	74.89
124	436	3	9.45
127	5887	5	61.6
162	512	8	53.5
148	882	3	16.94
3961	101	3	7.65
382	103	9	4.9
10399	491	3	48.21
57	5060	5	44.44
179	2120	3	24.61
117	101	136	163.96
111	6798	4	44.6
120	654	3	10.93
57	328	4	4.83
10064	703	3	50.57
598	3060	9	135.24
175	7982	3	36.58
8197	58	3	30.01
308	674	3	20.22
125	276	4	11.06
813	580	3	25.66
506	5524	3	40.08
113	109	14	13.19
8598	430	3	47.42
1250	2670	3	40.14
304	155	3	10.37
561	575	3	23.01
105	526	5	9.66
499	104	9	21.45
391	113	3	6.72
591	151	4	21.4
9227	116	3	35.25
1723	104	3	8.89
2203	492	3	32.06
101	8895	3	18.55
287	1557	3	25.94
5361	313	4	52.77
245	385	4	22.6
4010	16	8	121.42
271	277	3	13.62
5792	101	4	19.82
101	135	37	7.92
10632	656	3	49.97
349	103	9	4.01
132	168	33	205.83
229	8666	3	43.11
10679	103	3	21.04
181	8349	3	41.29
6371	1490	4	69.64
2995	2256	4	63.57
142	101	36	10.67
122	1708	14	136.62
4609	277	3	34.86
101	445	60	221.36
387	162	4	18.7
281	107	15	48.37
249	2676	8	97.42
268	1113	3	22.99
493	534	3	21.89
2724	331	3	31.09
3902	10490	3	63.7
126	164	5	10.61
1951	107	7	43.22
893	107	6	23.23
3148	101	3	6.4
126	108	9	8.07
4188	105	5	36.59
163	3417	3	28.45
156	591	3	14.56
226	9479	3	43.01
156	455	3	12.98
103	1669	12	50.34
180	327	15	108.15
8812	102	3	20.49
120	1075	3	14.49
127	3574	4	35.84
1815	102	3	4.01
923	784	5	53.6
103	1077	10	26.47
4904	439	3	39.15
392	1461	3	27.28
103	1019	8	16.58
9897	102	3	20.49
5681	106	3	22.07
151	560	3	13.99
1069	116	3	14
777	104	7	20.05
600	113	18	119.99
110	130	18	44.74
3350	126	4	34.81
388	134	6	28.52
944	466	20	256.27
101	1353	13	38.93
107	719	5	15.1
1968	2168	9	150.74
941	2907	6	87.63
760	2193	3	35.02
6147	163	4	49.21
2445	4505	3	50.16
101	8812	3	18.55
947	760	3	28.81
326	1786	5	51.85
232	10412	3	43.24
161	420	8	50.21
8188	14	3	44.89
306	243	3	13.75
166	279	5	22.37
7877	101	3	14.14
3025	101	7	27.45
3588	70	5	47.1
1825	217	3	25
7390	287	3	40.25
110	457	3	6.35
154	636	4	22.22
550	903	9	99.68
8	108	7	10.63
4791	10223	3	65.6
148	854	3	16.71
109	1196	3	12.11
101	1590	15	56.78
338	101	16	9.55
329	620	3	20.16
2458	185	3	26.2
327	168	3	11.47
2386	103	8	33.15
278	214	5	25.56
113	1498	6	39.3
440	139	3	11.5
556	196	3	16.24
103	779	7	9.28
203	169	3	8.68
1416	297	11	124.8
4042	317	3	34.82
125	255	7	25.35
508	3861	5	68.41
226	4335	3	32.43
494	114	3	8.74
1925	490	3	31
167	111	5	6.07
3476	4349	3	52.36
116	4538	5	50.4
101	3970	3	7.65
870	255	3	20.7
167	306	3	11.06
671	102	11	17.38
279	750	3	20.46
213	131	3	6.52
187	302	4	18.01
300	1393	3	25.24
883	126	3	14.17
2299	101	10	39.45
194	9467	3	42.13
142	7394	3	34.7
3371	249	3	30.75
107	640	3	5.62
155	283	4	15.58
2869	124	4	32.87
429	103	10	8.58
1617	8443	3	56.56
104	5539	3	18.22
443	105	5	8.18
166	532	7	45.61
245	316	5	28.43
5658	16	5	75.79
2975	186	3	28.16
178	107	24	72.63
2920	101	3	5.43
4041	101	4	14.02
358	1069	3	24.74
105	214	7	6.65
355	578	3	20.21
5196	102	3	12.37
105	142	10	6.44
114	264	3	5.09
2806	102	3	7.11
9385	58	3	30.01
131	193	5	14.54
104	2648	3	12.19
101	1023	13	29.86
223	133	11	51.88
602	109	3	7.44
109	734	9	45.97
321	69	3	7.55
1397	126	5	34.23
354	110	3	5.1
10603	611	3	49.5
3809	101	4	12.83
660	101	9	6.91
139	1395	16	164.78
308	1307	4	35.91
70	988	3	14.57
1988	4327	6	107.88
375	164	3	12.24
115	500	4	13.9
101	4361	4	14.02
3403	101	5	17.52
209	172	5	19.77
3090	103	4	13.26
229	247	12	80.87
926	464	8	83.76
265	268	4	19.89
145	651	4	21.78
385	110	4	9.31
1324	103	4	5.44
2240	103	5	14.59
684	117	4	16.77
58	57	34	20.58
630	101	8	4.39
2623	236	3	28.36
1949	103	3	4.91
176	172	4	12.24
1598	101	5	7.09
480	101	10	4.95
8086	175	3	36.58
810	3510	3	39.44
130	246	7	27.89
10348	862	3	51.99
220	58	6	6.99
3027	223	6	69.31
240	7175	3	38.91
1579	141	3	20.4
3138	102	3	8.13
1043	1529	6	78.46
626	106	4	8.04
1534	2127	6	89.21
2122	1549	3	39.75
150	2682	3	25.46
262	8	5	21.81
2195	337	7	82.89
106	684	7	22.48
428	258	9	68.85
6567	9362	3	68.43
104	1435	19	128.53
112	1352	3	13.92
139	382	5	22.63
351	107	16	61.25
1170	103	4	4.71
103	138	23	4.36
144	247	12	65.92
110	2180	3	16.56
8501	156	3	40.25
2201	112	4	25.87
4823	4529	3	56.04
3941	103	5	22.95
222	2463	12	153.99
266	162	4	15.49
330	511	3	18.98
2327	103	4	10.29
764	101	7	4.83
732	4845	5	76.53
104	245	9	9.76
290	1006	6	54.37
209	477	3	15.65
115	105	35	50.99
69	528	4	16.18
325	124	29	206.13
4308	1516	3	45.51
3557	101	4	11.83
101	4668	3	9.36
1262	10041	3	54.87
2772	1413	3	41.41
1393	295	4	36.01
877	102	6	6.68
358	109	3	4.7
299	120	33	227.08
10042	619	3	49.65
140	113	8	14.18
805	219	3	19.41
3936	4888	7	153.98
205	296	4	18.88
1338	102	5	8.21
281	879	3	21.61
101	770	11	15.41
5694	5444	4	85.27
1542	1859	7	104.5
1280	102	6	11.16
411	731	5	43.38
902	868	7	81.08
2144	297	3	28.33
164	349	3	11.82
103	1489	4	6.31
805	135	3	15.14
865	211	3	19.57
892	70	23	209.66
127	285	5	16.7
101	671	13	17.57
312	1145	4	34.77
6103	195	5	70.48
913	290	7	64.2
5887	389	5	77.85
143	1233	5	36.78
135	1094	3	17.28
697	110	3	8.86
183	712	3	17.07
8808	8128	3	75.16
833	355	3	22.82
2004	105	5	24.89
1920	112	6	42.25
1048	137	4	25.04
163	138	4	8.97
791	101	8	7.58
124	406	3	8.98
858	325	4	32.24
975	102	8	14.36
111	3119	4	29.39
1796	6981	4	76.66
1814	293	18	246.42
8795	177	3	41.11
1877	198	3	24.88
895	216	3	20.04
1217	474	4	38.83
997	1227	3	32.65
814	381	3	23.06
350	607	5	39.41
385	155	4	18.09
136	2726	4	34.62
103	476	15	24.82
101	9383	3	18.55
244	3972	6	75.83
104	1279	3	6.93
592	3879	8	125.62
159	343	3	11.44
2814	357	11	158.77
148	261	3	9.06
182	112	4	4.32
1445	122	3	16.83
651	10756	3	49.97
116	172	4	5.58
130	263	5	17.39
111	407	8	31.04
1406	130	4	26.98
123	742	4	18.67
295	105	5	4.82
143	124	5	8.28
179	500	3	14.53
1001	147	6	44.31
153	401	3	12.1
192	593	3	16.22
340	138	6	27.54
1645	101	4	4.45
309	2653	12	169.88
103	3932	4	15.99
229	262	3	12.2
115	465	4	13.24
115	569	12	71.08
1004	7218	3	48.62
112	284	4	7.81
159	1407	6	50.5
103	1310	5	8.7
380	467	3	19.26
104	575	14	48.88
770	118	8	48.03
866	299	3	21.8
544	372	4	29.14
288	116	6	19.07
760	822	3	27.86
252	3535	3	31.53
141	306	3	9.62
245	299	7	43.56
132	596	5	26.19
345	3137	3	32.99
698	884	3	27.56
7994	148	4	53.01
776	105	4	9.43
6224	156	4	48.67
392	103	11	9.38
5752	181	3	34.56
1808	103	5	12.08
101	2855	4	9.52
3535	376	4	48.49
105	243	14	31.92
285	636	3	19.41
829	867	3	28.61
296	126	3	7.34
